player_id,family_name,given_name,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments
P-04683,Iliev,Nikolay,1964-03-31,0,1,0,0,1,1994
P-00035,Irwin,Denis,1965-10-31,0,1,0,0,1,1994
P-00587,Ivan,Marian,1969-01-06,0,0,0,1,1,1994
P-06334,Jebreen,Talal,1973-09-25,0,0,1,0,1,1994
P-08220,Johnsen,Erland,1967-04-05,0,1,0,0,1,1994
P-06860,Juanele,not applicable,1971-04-10,0,0,0,1,1,1994
P-09539,Kachloul,Hassan,1973-02-19,0,0,1,0,1,1994
P-03555,Kalitzakis,Ioannis,1966-02-10,0,1,0,0,1,1994
P-07945,Kåmark,Pontus,1969-04-05,0,1,0,0,1,1994
P-04409,Karagiannis,Vaios,1968-06-25,0,1,0,0,1,1994
P-06120,Karataidis,Kyriakos,1965-07-04,0,1,0,0,1,1994
P-03912,Karkamanis,Christos,1969-09-22,1,0,0,0,1,1994
P-07791,Kernaghan,Alan,1967-04-25,0,1,0,0,1,1994
P-05766,Keshi,Stephen,1962-01-23,0,1,0,0,1,1994
P-03211,Kharine,Dmitri,1968-08-16,1,0,0,0,1,1994
P-07324,Khlestov,Dmitri,1971-01-21,0,0,1,0,1,1994
P-06207,Kim,Pan-keun,1966-03-05,0,1,0,0,1,1994
P-05895,Kiryakov,Iliyan,1967-08-04,0,1,0,0,1,1994
P-06015,Klopas,Frank,1966-09-01,0,0,0,1,1,1994
P-04434,Knup,Adrian,1968-07-02,0,0,0,1,1,1994
P-09570,Ko,Jeong-woon,1966-06-27,0,0,0,1,1,1994
P-06454,Kofidis,Savvas,1961-03-21,0,0,1,0,1,1994
P-07500,Kolitsidakis,Thanasis,1966-11-20,0,1,0,0,1,1994
P-01540,Kooiman,Cle,1963-07-04,0,1,0,0,1,1994
P-08627,Korneev,Igor,1967-09-04,0,0,1,0,1,1994
P-08171,Kremenliev,Emil,1969-08-13,0,1,0,0,1,1994
P-07092,Kuntz,Stefan,1962-10-30,0,0,0,1,1,1994
P-00081,Kuznetsov,Dmitri,1965-08-28,0,1,0,0,1,1994
P-09795,Laghrissi,Abdeslam,1962-01-05,0,0,0,1,1,1994
P-08407,Lapper,Mike,1970-09-28,0,1,0,0,1,1994
P-05994,Lediakhov,Igor,1968-05-22,0,0,1,0,1,1994
P-01923,Lee,Jong-hwa,1963-07-20,0,1,0,0,1,1994
P-08961,Lehmann,Stephan,1963-08-15,1,0,0,0,1,1994
P-02865,Letchkov,Yordan,1967-07-09,0,0,1,0,1,1994
P-08700,Loga,Paul,1969-08-14,0,0,1,0,1,1994
P-09410,Løken,Karl Petter,1966-08-14,0,1,0,0,1,1994
P-05747,Lopetegui,Julen,1966-08-28,1,0,0,0,1,1994
P-07377,Machlas,Nikos,1973-06-16,0,0,0,1,1,1994
P-03657,Mancuso,Alejandro,1968-09-04,0,0,1,0,1,1994
P-08745,Manolas,Stelios,1961-07-13,0,1,0,0,1,1994
P-03758,Marangos,Spiros,1967-02-20,0,0,1,0,1,1994
P-05777,Marchegiani,Luca,1966-02-22,1,0,0,0,1,1994
P-02861,Masbahi,Ahmed,1966-01-17,0,1,0,0,1,1994
P-06430,McGoldrick,Eddie,1965-04-30,0,0,0,1,1,1994
P-08645,Medina Bello,Ramón,1966-04-29,0,0,0,1,1,1994
P-00345,Medved,Dirk,1968-06-15,0,1,0,0,1,1994
P-09392,Melgar,José Milton,1959-09-20,0,0,1,0,1,1994
P-09368,Mihali,Gheorghe,1965-12-09,0,1,0,0,1,1994
P-06153,Mihtarski,Petar,1966-07-15,0,0,0,1,1,1994
P-02031,Mild,Håkan,1971-06-14,0,0,1,0,1,1994
P-05076,Miñambres,Felipe,1965-04-29,0,0,1,0,1,1994
P-06363,Minotti,Lorenzo,1967-02-08,0,1,0,0,1,1994
P-06515,Minou,Antonis,1958-05-04,1,0,0,0,1,1994
P-06175,Mitropoulos,Tasos,1957-08-23,0,0,1,0,1,1994
P-08452,Moreno,Jaime,1974-01-19,0,0,0,1,1,1994
P-05655,Mouyémé,Georges,1971-04-15,0,0,0,1,1,1994
P-07154,Mussi,Roberto,1963-08-25,0,1,0,0,1,1994
P-04206,Nader,Hassan,1965-07-08,0,0,0,1,1,1994
P-09562,Nikolov,Plamen,1961-08-20,1,0,0,0,1,1994
P-07671,Nilsen,Roger,1969-08-08,0,1,0,0,1,1994
P-03695,Nilsson,Mikael,1968-09-28,0,1,0,0,1,1994
P-06539,Nioplias,Nikos,1965-01-17,0,0,1,0,1,1994
P-04380,Nwanu,Chidi,1967-01-01,0,1,0,0,1,1994
P-06715,Ohrel,Christophe,1968-04-07,0,1,0,0,1,1994
P-01387,Oliha,Thompson,1968-10-04,0,0,1,0,1,1994
P-02740,Ortiz,Néstor,1968-09-20,0,1,0,0,1,1994
P-05858,Otero,Jorge,1969-03-08,0,1,0,0,1,1994
P-06307,Panduru,Basarab,1970-07-11,0,0,1,0,1,1994
P-03188,Papură,Corneliu,1973-09-05,0,1,0,0,1,1994
P-06502,Park,Chul-woo,1965-09-29,1,0,0,0,1,1994
P-08431,Park,Jung-bae,1967-02-19,0,1,0,0,1,1994
P-02631,Pascolo,Marco,1966-05-09,1,0,0,0,1,1994
P-06883,Pazo,José María,1964-04-04,1,0,0,0,1,1994
P-01292,Peña,Álvaro,1965-02-11,0,0,0,1,1,1994
P-02242,Peña,Juan Manuel,1973-01-17,0,1,0,0,1,1994
P-02388,Pérez,Hugo,1963-11-08,0,0,1,0,1,1994
P-02619,Pérez,Hugo,1968-10-06,0,0,1,0,1,1994
P-04871,Pérez,Wilson,1967-08-06,0,1,0,0,1,1994
P-01336,Phelan,Terry,1967-03-16,0,1,0,0,1,1994
P-04010,Pinedo,Mario,1964-04-09,0,0,1,0,1,1994
P-00882,Popov,Dmitri,1967-02-27,0,0,1,0,1,1994
P-00303,Preda,Ștefan,1970-06-18,1,0,0,0,1,1994
P-07024,Prodan,Daniel,1972-03-23,0,1,0,0,1,1994
P-05803,Pyatnitsky,Andrey,1967-09-27,0,0,1,0,1,1994
P-09394,Quentin,Yvan,1970-05-02,0,1,0,0,1,1994
P-05496,Quinteros,Gustavo,1965-02-15,0,1,0,0,1,1994
P-06598,Radchenko,Dmitri,1970-12-02,0,0,0,1,1,1994
P-05168,Raí,not applicable,1965-05-15,0,0,1,0,1,1994
P-09804,Ramallo,William,1963-07-04,0,0,0,1,1,1994
P-09894,Ramos,Mauricio,1969-09-23,0,0,1,0,1,1994
P-02053,Redondo,Fernando,1969-06-06,0,0,1,0,1,1994
P-09969,Rehn,Stefan,1966-09-22,0,0,1,0,1,1994
P-06086,Renier,Pascal,1971-08-03,0,1,0,0,1,1994
P-00992,Rimba,Miguel,1967-11-01,0,1,0,0,1,1994
P-04428,Rinaldi,Gilmar,1959-01-13,1,0,0,0,1,1994
P-06371,Rodríguez,Jorge,1968-04-18,0,0,1,0,1,1994
P-02444,Rodríguez,Leonardo,1966-08-27,0,0,1,0,1,1994
P-01190,Rojas,Darío,1960-01-20,1,0,0,0,1,1994
P-00414,Ronaldão,not applicable,1965-06-19,0,1,0,0,1,1994
P-00026,Rueda,Martin,1963-01-09,0,1,0,0,1,1994
P-08151,Rushfeldt,Sigurd,1972-12-11,0,0,0,1,1,1994
P-07023,Salenko,Oleg,1969-10-25,0,0,0,1,1,1994
P-06514,Salgado,José Luis,1966-04-03,0,1,0,0,1,1994
P-05440,Salvador,Luis Miguel,1968-02-26,0,0,0,1,1,1994
P-01251,Samadi,Mohamed,1970-03-21,0,0,1,0,1,1994
P-04988,Sammer,Matthias,1967-09-05,0,1,0,0,1,1994
P-05370,Sánchez,Erwin,1969-10-19,0,0,1,0,1,1994
P-03778,Sánchez,Óscar,1971-07-16,0,1,0,0,1,1994
P-07374,Sandy,Marco,1971-08-29,0,1,0,0,1,1994
P-03057,Santos,Márcio,1969-09-15,0,1,0,0,1,1994
P-07586,Saravakos,Dimitris,1961-07-26,0,0,1,0,1,1994
P-09080,Scoponi,Norberto,1961-01-13,1,0,0,0,1,1994
P-08943,Sérgio,Paulo,1969-06-02,0,0,1,0,1,1994
P-00734,Sforza,Ciriaco,1970-03-02,0,0,1,0,1,1994
P-06446,Shin,Hong-gi,1968-05-04,0,1,0,0,1,1994
P-04543,Siasia,Samson,1967-08-14,0,0,0,1,1,1994
P-07755,Signori,Giuseppe,1968-02-17,0,0,0,1,1,1994
P-07966,Silva,Mauro,1968-01-12,0,0,1,0,1,1994
P-03055,Smidts,Rudi,1963-08-12,0,1,0,0,1,1994
P-04092,Snelders,Theo,1963-12-07,1,0,0,0,1,1994
P-06297,Sorber,Mike,1971-05-14,0,0,1,0,1,1994
P-00015,Soria,Vladimir,1964-07-15,0,0,1,0,1,1994
P-05578,Sørloth,Gøran,1962-07-16,0,0,0,1,1,1994
P-06929,Soruco,Modesto,1966-02-12,0,1,0,0,1,1994
P-08126,Strunz,Thomas,1968-04-25,0,0,1,0,1,1994
P-00625,Studer,Jürg,1966-09-08,0,1,0,0,1,1994
P-07241,Subiat,Nestor,1966-04-23,0,0,0,1,1,1994
P-03453,Sutter,Alain,1968-01-22,0,0,1,0,1,1994
P-05465,Sylvestre,Patrick,1968-09-01,0,0,1,0,1,1994
P-04846,Tassotti,Mauro,1960-01-19,0,1,0,0,1,1994
P-02882,Taument,Gaston,1970-10-01,0,0,0,1,1,1994
P-03626,Ternavsky,Vladislav,1969-05-02,0,1,0,0,1,1994
P-04139,Tetradze,Omari,1969-10-13,0,1,0,0,1,1994
P-04194,Thorstvedt,Erik,1962-10-28,1,0,0,0,1,1994
P-02041,Torrico,Marcelo,1972-01-11,1,0,0,0,1,1994
P-07251,Trucco,Carlos,1957-08-08,1,0,0,0,1,1994
P-04973,Tsalouchidis,Panagiotis,1963-03-30,0,0,1,0,1,1994
P-08472,Tsiantakis,Nikos,1963-10-20,0,0,1,0,1,1994
P-09253,Tsvetanov,Tsanko,1970-01-06,0,1,0,0,1,1994
P-04200,Tsymbalar,Ilya,1969-06-17,0,0,1,0,1,1994
P-01920,Valckx,Stan,1963-10-20,0,1,0,0,1,1994
P-00707,Valdéz,Luis Antonio,1965-07-01,0,0,0,1,1,1994
P-00405,Valenciano,Iván,1972-03-18,0,0,0,1,1,1994
P-02205,van der Heyden,Stéphane,1969-07-03,0,0,1,0,1,1994
P-05759,van Gobbel,Ulrich,1971-01-16,0,1,0,0,1,1994
P-07439,van Vossen,Peter,1968-04-21,0,0,0,1,1,1994
P-04998,Vázquez,Sergio,1965-11-23,0,1,0,0,1,1994
P-07983,Viola,not applicable,1969-01-01,0,0,0,1,1,1994
P-06716,Vlădoiu,Ion,1968-11-05,0,0,0,1,1,1994
P-09039,Voro,not applicable,1963-10-09,0,1,0,0,1,1994
P-01022,Wagner,Martin,1968-02-24,0,0,1,0,1,1994
P-08471,Weber,Josip,1964-11-16,0,0,0,1,1,1994
P-09127,Witschge,Rob,1966-08-22,0,0,1,0,1,1994
P-00678,Wyss,Thomas,1966-08-29,0,0,1,0,1,1994
P-00149,Yotov,Velko,1970-08-26,0,0,0,1,1,1994
P-07733,Yuran,Sergei,1969-06-11,0,0,0,1,1,1994
P-01355,Zague,not applicable,1967-05-23,0,0,0,1,1,1994
P-04269,Zetti,not applicable,1965-01-10,1,0,0,0,1,1994
P-04806,Zinho,not applicable,1967-06-17,0,0,1,0,1,1994
P-09517,Zola,Gianfranco,1966-07-05,0,0,0,1,1,1994
P-03371,Abanda,Patrice,1978-08-03,0,1,0,0,1,1998
P-04135,Abdulghani,Hussein,1977-01-23,0,1,0,0,1,1998
P-08280,Abedzadeh,Ahmad Reza,1966-05-25,1,0,0,0,1,1998
P-07032,Abrami,Lahcen,1969-12-31,0,1,0,0,1,1998
P-00687,Aceval,Danilo,1975-09-15,1,0,0,0,1,1998
P-07169,Acuña,Clarence,1975-02-08,0,0,1,0,1,1998
P-08896,Adams,Tony,1966-10-10,0,1,0,0,1,1998
P-09611,Aguilera,Carlos,1969-05-22,0,1,0,0,1,1998
P-05744,Aguilera,Edgar,1975-07-28,0,1,0,0,1,1998
P-03161,Al-Antaif,Tisir,1974-02-16,1,0,0,0,1,1998
P-00025,Al-Harbi,Ibrahim,1975-07-10,0,0,1,0,1,1998
P-07894,Al-Janoubi,Abdulaziz,1974-07-21,0,1,0,0,1,1998
P-04962,Al-Thunayan,Yousuf,1963-11-18,0,0,1,0,1,1998
P-04450,Alfonso,not applicable,1972-09-26,0,0,0,1,1,1998
P-03524,Amerhauser,Martin,1974-07-23,0,0,1,0,1,1998
P-09312,Amor,Guillermo,1967-12-04,0,0,1,0,1,1998
P-02972,Amzine,Gharib,1973-05-03,0,0,1,0,1,1998
P-00042,Andem,William,1968-06-14,1,0,0,0,1,1998
P-05508,Anderton,Darren,1972-03-03,0,0,1,0,1,1998
P-05126,Angibeaud,Didier,1974-10-08,0,0,1,0,1,1998
P-02266,Aranzábal,Agustín,1973-03-15,0,1,0,0,1,1998
P-01960,Aros,Mauricio,1976-03-09,0,1,0,0,1,1998
P-06770,Asanović,Aljoša,1965-12-14,0,0,1,0,1,1998
P-08644,Astrada,Leonardo,1970-01-06,0,0,1,0,1,1998
P-03858,Augustine,Brendan,1971-10-26,0,0,0,1,1,1998
P-06308,Azizi,Khodadad,1971-06-22,0,0,0,1,1,1998
P-02689,Baardsen,Espen,1977-12-07,1,0,0,0,1,1998
P-07547,Babangida,Tijani,1973-09-25,0,0,1,0,1,1998
P-03486,Babbel,Markus,1972-09-08,0,1,0,0,1,1998
P-00946,Bachev,Georgi,1977-04-18,0,0,0,1,1,1998
P-01796,Bagheri,Karim,1974-02-20,0,0,1,0,1,1998
P-02328,Baiano,Júnior,1970-03-14,0,1,0,0,1,1998
P-02793,Baloyi,Brian,1974-03-16,1,0,0,0,1,1998
P-09449,Barrera,Rodrigo,1970-03-30,0,0,0,1,1,1998
P-04886,Barrett,Warren,1970-07-09,1,0,0,0,1,1998
P-05596,Bartlett,Shaun,1972-10-31,0,0,0,1,1,1998
P-00346,Baruwa,Abiodun,1974-11-16,1,0,0,0,1,1998
P-06079,Bassir,Salaheddine,1972-09-05,0,0,0,1,1,1998
P-09865,Batty,David,1968-12-02,0,0,1,0,1,1998
P-08810,Ben Ahmed,Faysal,1973-03-07,0,0,1,0,1,1998
P-00197,Ben Slimane,Mehdi,1974-01-01,0,0,0,1,1,1998
P-04898,Ben Younes,Imed,1974-06-16,0,0,0,1,1,1998
P-09815,Benítez,Miguel Ángel,1970-05-19,0,0,0,1,1,1998
P-02405,Benzekri,Driss,1970-12-31,1,0,0,0,1,1998
P-03298,Bermúdez,Jorge,1971-06-18,0,1,0,0,1,1998
P-08146,Berti,Sergio,1969-09-17,0,0,1,0,1,1998
P-03659,Bilić,Slaven,1968-09-11,0,1,0,0,1,1998
P-02125,Blanc,Laurent,1965-11-19,0,1,0,0,1,1998
P-07809,Boban,Zvonimir,1968-10-08,0,0,1,0,1,1998
P-07212,Bogarde,Winston,1970-10-22,0,1,0,0,1,1998
P-00492,Bolaño,Jorge,1977-04-28,0,0,1,0,1,1998
P-07497,Booth,Scott,1971-12-16,0,0,0,1,1,1998
P-02849,Boroumand,Parviz,1972-09-11,1,0,0,0,1,1998
P-08998,Boukadida,Mounir,1967-10-24,0,1,0,0,1,1998
P-04230,Boyd,Tom,1965-11-24,0,1,0,0,1,1998
P-09696,Boyd,Walter,1972-01-01,0,0,0,1,1,1998
P-05028,Brizuela,Hugo,1969-02-08,0,0,0,1,1,1998
P-07751,Brnović,Branko,1967-08-08,0,0,1,0,1,1998
P-02468,Brown,Durrant,1964-07-08,0,1,0,0,1,1998
P-05042,Burley,Craig,1971-09-24,0,0,1,0,1,1998
P-00930,Burton,Deon,1976-10-25,0,0,0,1,1,1998
P-07777,Calderwood,Colin,1965-01-20,0,1,0,0,1,1998
P-01991,Calero,Miguel,1971-04-14,1,0,0,0,1,1998
P-08512,Campo,Iván,1974-02-21,0,1,0,0,1,1998
P-03272,Cargill,Peter,1964-03-02,0,0,1,0,1,1998
P-02780,Castañeda,Cristián,1968-09-18,0,1,0,0,1,1998
P-02905,Celades,Albert,1975-09-29,0,0,1,0,1,1998
P-01108,Cerny,Harald,1973-09-13,0,0,1,0,1,1998
P-01785,Chadili,Mustapha,1973-02-14,1,0,0,0,1,1998
P-07484,Charbonnier,Lionel,1966-10-25,1,0,0,0,1,1998
P-00562,Chiba,Saïd,1970-09-18,0,0,1,0,1,1998
P-07458,Chiesa,Enrico,1970-12-29,0,0,0,1,1,1998
P-07269,Chihi,Sirajeddine,1970-04-16,0,0,1,0,1,1998
P-04646,Chippo,Youssef,1973-05-10,0,0,1,0,1,1998
P-05501,Chouchane,Ferid,1973-04-19,0,1,0,0,1,1998
P-02496,Ciobotariu,Liviu,1971-03-26,0,1,0,0,1,1998
P-07286,Clement,Philippe,1974-03-22,0,0,1,0,1,1998
P-05044,Cois,Sandro,1972-06-09,0,0,1,0,1,1998
P-02520,Colding,Søren,1972-09-02,0,1,0,0,1,1998
P-03690,Córdoba,Iván,1976-08-11,0,1,0,0,1,1998
P-06626,Cornejo,Fernando,1969-01-28,0,0,1,0,1,1998
P-06864,Craioveanu,Gheorghe,1968-02-14,0,0,0,1,1,1998
P-04941,Crasson,Bertrand,1971-10-05,0,1,0,0,1,1998
P-09750,Cruz,André,1968-09-20,0,1,0,0,1,1998
P-05079,Dailly,Christian,1973-10-23,0,1,0,0,1,1998
P-04071,Davids,Edgar,1973-03-13,0,0,1,0,1,1998
P-00639,Davino,Duilio,1976-03-21,0,1,0,0,1,1998
P-06787,Dawes,Chris,1974-05-31,0,0,1,0,1,1998
P-07556,Deering,Chad,1970-09-02,0,0,1,0,1,1998
P-03427,Delgado,Marcelo,1973-03-24,0,0,0,1,1,1998
P-09283,Deschamps,Didier,1968-10-15,0,0,1,0,1,1998
P-05673,Di Matteo,Roberto,1970-05-29,0,0,1,0,1,1998
P-05341,Dinmohammadi,Sirous,1970-07-02,0,0,1,0,1,1998
P-06128,Diomède,Bernard,1974-01-23,0,0,1,0,1,1998
P-06935,Dixon,Linval,1971-09-14,0,1,0,0,1,1998
P-05835,Doboș,Anton,1965-10-13,0,1,0,0,1,1998
P-07903,Donnelly,Simon,1974-12-01,0,0,0,1,1,1998
P-04345,Doriva,not applicable,1972-05-28,0,0,1,0,1,1998
P-09632,Đorović,Goran,1971-11-11,0,1,0,0,1,1998
P-03825,Drulović,Ljubinko,1968-09-11,0,0,1,0,1,1998
P-06543,Đukić,Miroslav,1966-02-19,0,1,0,0,1,1998
P-03673,Dulca,Cristian,1972-09-25,0,1,0,0,1,1998
P-07335,Earle,Robbie,1965-01-27,0,0,1,0,1,1998
P-01102,Edmundo,not applicable,1971-04-02,0,0,0,1,1,1998
P-07872,El Brazi,Abdelkader,1964-11-05,1,0,0,0,1,1998
P-05086,El Ouaer,Chokri,1966-08-15,1,0,0,0,1,1998
P-02218,Elanga,Joseph,1979-05-02,0,0,1,0,1,1998
P-00945,Elkhattabi,Ali,1977-01-17,0,0,1,0,1,1998
P-07993,Elliott,Matt,1968-11-01,0,1,0,0,1,1998
P-02174,Enciso,Julio César,1974-08-05,0,0,1,0,1,1998
P-04644,Estay,Fabián,1968-10-05,0,0,1,0,1,1998
P-02808,Estili,Hamid,1967-04-01,0,0,1,0,1,1998
P-06429,Estrada,Andrés,1967-11-12,0,0,1,0,1,1998
P-03061,Etxeberria,Joseba,1977-09-05,0,0,1,0,1,1998
P-04860,Evans,Paul,1973-12-28,1,0,0,0,1,1998
P-09187,Feiersinger,Wolfgang,1965-01-30,0,1,0,0,1,1998
P-00383,Ferdinand,Les,1966-12-08,0,0,0,1,1,1998
P-09772,Filipescu,Iulian,1974-03-29,0,0,1,0,1,1998
P-04232,Fish,Mark,1974-03-14,0,1,0,0,1,1998
P-09842,Flo,Håvard,1970-04-04,0,0,0,1,1,1998
P-07402,Flo,Tore André,1973-06-15,0,0,0,1,1,1998
P-02672,Flowers,Tim,1967-02-03,1,0,0,0,1,1998
P-01947,Frandsen,Per,1970-02-06,0,0,1,0,1,1998
P-01623,Freund,Steffen,1970-01-19,0,0,1,0,1,1998
P-04292,Fuentes,Ronald,1969-06-22,0,1,0,0,1,1998
P-06920,Gallacher,Kevin,1966-11-23,0,0,0,1,1,1998
P-06712,Gardner,Ricardo,1978-09-25,0,1,0,0,1,1998
P-08762,Gayle,Marcus,1970-09-27,0,0,0,1,1,1998
P-09823,Gemmill,Scot,1971-01-02,0,0,1,0,1,1998
P-09979,Germano,Carlos,1970-08-14,1,0,0,0,1,1998
P-08885,Ginchev,Gosho,1969-12-02,0,1,0,0,1,1998
P-06017,Giovanni,not applicable,1972-02-04,0,0,1,0,1,1998
P-07738,Goldbæk,Bjarne,1968-10-06,0,0,1,0,1,1998
P-05236,Gonçalves,not applicable,1966-02-22,0,1,0,0,1,1998
P-09868,Goodison,Ian,1972-11-21,0,1,0,0,1,1998
P-01300,Gopane,Simon,1970-12-26,1,0,0,0,1,1998
P-01707,Gould,Jonathan,1968-07-18,1,0,0,0,1,1998
P-04808,Govedarica,Dejan,1969-10-02,0,0,1,0,1,1998
P-09786,Guivarc'h,Stéphane,1970-09-06,0,0,0,1,1,1998
P-07525,Haas,Mario,1974-09-16,0,0,0,1,1,1998
P-02819,Hadda,Abdeljalil,1972-03-21,0,0,0,1,1,1998
P-08574,Hall,Paul,1972-07-03,0,0,0,1,1,1998
P-00488,Hamedani,Sattar,1974-06-06,0,0,1,0,1,1998
P-08717,Hasselbaink,Jimmy Floyd,1972-03-27,0,0,0,1,1,1998
P-07949,Heggem,Vegard,1975-07-13,0,1,0,0,1,1998
P-04250,Heinrich,Jörg,1969-12-06,0,1,0,0,1,1998
P-02364,Hendry,Colin,1965-12-07,0,1,0,0,1,1998
P-07227,Heraf,Andreas,1967-09-10,0,0,1,0,1,1998
P-06599,Hesp,Ruud,1965-10-31,1,0,0,0,1,1998
P-00897,Hiden,Martin,1973-03-11,0,1,0,0,1,1998
P-07611,Hirano,Takashi,1974-07-15,0,0,1,0,1,1998
P-09330,Hoftun,Erik,1969-03-03,0,1,0,0,1,1998
P-05760,Høgh,Jes,1966-05-07,0,1,0,0,1,1998
P-05952,Hristov,Marian,1973-07-29,0,0,1,0,1,1998
P-06586,Ihara,Masami,1967-09-18,0,1,0,0,1,1998
P-06071,Ilie,Adrian,1974-04-20,0,0,0,1,1,1998
P-04371,Iliev,Ilian,1968-07-02,0,0,1,0,1,1998
P-09560,Ince,Paul,1967-10-21,0,0,1,0,1,1998
P-09171,Ipoua,Samuel,1973-03-01,0,0,0,1,1,1998
P-02598,Ito,Teruyoshi,1974-08-31,0,0,1,0,1,1998
P-00819,Ivanov,Georgi,1976-07-02,0,0,0,1,1,1998
P-09950,Jaballah,Sabri,1973-06-28,0,1,0,0,1,1998
P-02345,Jackson,Darren,1966-07-25,0,0,0,1,1,1998
P-07429,Jackson,Willem,1972-03-26,0,1,0,0,1,1998
P-05276,Jang,Dae-il,1975-03-09,0,1,0,0,1,1998
P-03092,Jang,Hyung-seok,1972-07-07,0,1,0,0,1,1998
P-04084,Jo,Shoji,1975-06-17,0,0,0,1,1,1998
P-07225,Johnsen,Ronny,1969-06-10,0,1,0,0,1,1998
P-02653,Jokanović,Slaviša,1968-08-16,0,0,1,0,1,1998
P-00481,Jugović,Vladimir,1969-08-30,0,0,1,0,1,1998
P-01926,Jurčić,Krunoslav,1969-11-26,0,0,1,0,1,1998
P-09157,Jurić,Goran,1963-02-05,0,1,0,0,1,1998
P-08162,Karembeu,Christian,1970-12-03,0,0,1,0,1,1998
P-04141,Khakpour,Mohammad,1969-02-20,0,1,0,0,1,1998
P-06505,Khumalo,Doctor,1967-06-26,0,0,1,0,1,1998
P-04927,Kiko,not applicable,1972-04-26,0,0,0,1,1,1998
P-05814,Kim,Do-hoon,1970-07-21,0,0,0,1,1,1998
P-02661,Kim,Do-keun,1972-03-02,0,0,1,0,1,1998
P-00077,Kirilov,Rosen,1973-01-04,0,1,0,0,1,1998
P-05319,Kishishev,Radostin,1974-07-30,0,1,0,0,1,1998
P-05316,Kluivert,Patrick,1976-07-01,0,0,0,1,1,1998
P-01136,Knaller,Wolfgang,1961-10-09,1,0,0,0,1,1998
P-05731,Ko,Jong-soo,1978-10-30,0,0,1,0,1,1998
P-09016,Kogler,Walter,1967-12-12,0,1,0,0,1,1998
P-07278,Kojima,Nobuyuki,1966-01-17,1,0,0,0,1,1998
P-03783,Komljenović,Slobodan,1971-01-02,0,1,0,0,1,1998
P-08795,Kovačević,Darko,1973-11-18,0,0,0,1,1,1998
P-01371,Kozniku,Ardian,1967-10-27,0,0,0,1,1,1998
P-00695,Kralj,Ivica,1973-03-26,1,0,0,0,1,1998
P-07548,Krogh,Mogens,1963-10-31,1,0,0,0,1,1998
P-02432,Krpan,Petar,1974-07-01,0,0,0,1,1,1998
P-08394,Kühbauer,Dietmar,1971-04-04,0,0,1,0,1,1998
P-03548,Ladić,Dražen,1963-01-01,1,0,0,0,1,1998
P-07180,Lama,Bernard,1963-04-07,1,0,0,0,1,1998
P-09855,Lambert,Paul,1969-08-07,0,0,1,0,1,1998
P-07576,Lara,Raúl,1973-02-28,0,0,1,0,1,1998
P-05772,Latifi,Ali,1976-02-20,0,0,0,1,1,1998
P-05195,Laudrup,Brian,1969-02-22,0,0,0,1,1,1998
P-01482,Laursen,Jacob,1971-10-06,0,1,0,0,1,1998
P-00720,Lawrence,Aaron,1970-08-11,1,0,0,0,1,1998
P-01076,Le Saux,Graeme,1968-10-17,0,1,0,0,1,1998
P-08192,Lee,Lim-saeng,1971-11-18,0,1,0,0,1,1998
P-00721,Lee,Rob,1966-02-01,0,0,1,0,1,1998
P-08424,Lee,Sang-hun,1975-10-11,0,1,0,0,1,1998
P-05046,Lopes,Wagner,1969-01-29,0,0,0,1,1,1998
P-06971,Lowe,Onandi,1973-12-02,0,0,0,1,1,1998
P-09243,Mählich,Roman,1971-09-17,0,0,1,0,1,1998
P-06955,Mahouvé,Marcel,1973-01-16,0,0,1,0,1,1998
P-05033,Maisonneuve,Brian,1973-06-28,0,0,1,0,1,1998
P-00007,Malcolm,Stephen,1970-05-02,0,1,0,0,1,1998
P-04679,Mamić,Zoran,1971-09-30,0,0,1,0,1,1998
P-08262,Mansourian,Alireza,1971-12-12,0,0,1,0,1,1998
P-04877,Margas,Javier,1969-05-10,0,1,0,0,1,1998
P-03534,Marić,Silvio,1975-03-20,0,0,1,0,1,1998
P-03492,Marinescu,Lucian,1972-06-24,0,0,1,0,1,1998
P-09335,Marschall,Olaf,1966-03-19,0,0,0,1,1,1998
P-03750,Masinga,Phil,1969-06-28,0,0,0,1,1,1998
P-07153,McKinlay,Billy,1969-04-22,0,0,1,0,1,1998
P-06666,McKinlay,Tosh,1964-12-03,0,1,0,0,1,1998
P-05294,McManaman,Steve,1972-02-11,0,0,1,0,1,1998
P-03765,McNamara,Jackie,1973-10-24,0,0,1,0,1,1998
P-01290,Merson,Paul,1968-03-20,0,0,1,0,1,1998
P-00070,Mihajlović,Siniša,1969-02-20,0,1,0,0,1,1998
P-02321,Mijatović,Predrag,1969-01-19,0,0,0,1,1,1998
P-02999,Minavand,Mehrdad,1975-11-30,0,0,1,0,1,1998
P-06448,Mirković,Zoran,1971-09-21,0,1,0,0,1,1998
P-02655,Mkhalele,Helman,1969-10-20,0,0,1,0,1,1998
P-05192,Mnguni,Themba,1973-12-16,0,1,0,0,1,1998
P-07897,Mohammadkhani,Nader,1963-08-23,0,1,0,0,1,1998
P-01323,Mokoena,William,1975-03-31,0,0,1,0,1,1998
P-09781,Molina,José,1970-08-08,1,0,0,0,1,1998
P-06990,Møller,Peter,1972-03-23,0,0,0,1,1,1998
